fecha,ruta,numero_bus,pasajeros_subieron,pasajeros_bajaron,capacidad_maxima,hora_programada,hora_real,temperatura_exterior,dia_semana,flujo_neto,ocupacion_actual,porcentaje_ocupacion,retraso_minutos,puntualidad,periodo_dia,es_hora_pico
2025-11-22 23:17:51.022536,Ruta 1 - Centro,121,13.0,4,40,2025-11-22 23:15:00,2025-11-22 23:15:39.501997872,20.46089905563096,Saturday,9.0,104.0,100.0,0.66,A Tiempo,Noche,False
2025-11-23 13:42:51.022536,Ruta 5 - Oeste,121,11.0,8,60,2025-11-23 13:30:00,2025-11-23 13:32:15.161128404,34.88401471632159,Sunday,3.0,107.0,100.0,2.25,Retraso Leve,Tarde,False
2025-11-23 17:42:51.022536,Ruta 5 - Oeste,121,8.0,5,40,2025-11-23 17:30:00,2025-11-23 17:34:02.060493869,29.38701304724382,Sunday,3.0,110.0,100.0,4.03,Retraso Leve,Tarde,True
2025-11-23 20:42:51.022536,Ruta 1 - Centro,121,3.0,5,60,2025-11-23 20:30:00,2025-11-23 20:31:24.344944770,27.90044846220824,Sunday,-2.0,108.0,100.0,1.41,A Tiempo,Noche,False
2025-11-23 21:17:51.022536,Ruta 3 - Sur,121,10.0,5,40,2025-11-23 21:15:00,2025-11-23 21:15:23.815569198,26.33058277338711,Sunday,5.0,113.0,100.0,0.4,A Tiempo,Noche,False
2025-11-24 01:47:51.022536,Ruta 3 - Sur,121,6.0,4,60,2025-11-24 01:45:00,2025-11-24 01:45:57.425361858,31.8922376770481,Monday,2.0,115.0,100.0,0.96,A Tiempo,Madrugada,False
2025-11-24 11:17:51.022536,Ruta 1 - Centro,121,7.0,5,60,2025-11-24 11:15:00,2025-11-24 11:16:22.133615388,18.414614753151906,Monday,2.0,117.0,100.0,1.37,A Tiempo,Mañana,False
2025-11-25 19:32:51.022536,Ruta 6 - Express,121,7.0,5,60,2025-11-25 19:30:00,2025-11-25 19:33:51.285624888,25.738056209220247,Tuesday,2.0,119.0,100.0,3.85,Retraso Leve,Noche,True
2025-11-25 23:57:51.022536,Ruta 2 - Norte,121,6.0,5,40,2025-11-25 23:45:00,2025-11-25 23:46:08.850623514,27.69803747533635,Tuesday,1.0,120.0,100.0,1.15,A Tiempo,Noche,False
2025-11-26 06:02:51.022536,Ruta 5 - Oeste,121,5.0,7,40,2025-11-26 06:00:00,2025-11-26 06:01:04.155108395,32.533372983608125,Wednesday,-2.0,118.0,100.0,1.07,A Tiempo,Madrugada,False
2025-11-26 17:07:51.022536,Ruta 6 - Express,121,17.0,4,60,2025-11-26 17:00:00,2025-11-26 17:00:54.741588804,27.422444443856957,Wednesday,13.0,131.0,100.0,0.91,A Tiempo,Tarde,True
2025-11-10 00:37:51.022536,Ruta 3 - Sur,122,7.0,7,40,2025-11-10 00:30:00,2025-11-10 00:32:36.622057176,30.2916896759735,Monday,0.0,0.0,0.0,2.61,Retraso Leve,Madrugada,False
2025-11-10 02:57:51.022536,Ruta 5 - Oeste,122,13.0,5,60,2025-11-10 02:45:00,2025-11-10 02:48:55.269008094,22.95549041413557,Monday,8.0,8.0,13.33,3.92,Retraso Leve,Madrugada,False
2025-11-10 23:37:51.022536,Ruta 2 - Norte,122,8.0,2,40,2025-11-10 23:30:00,2025-11-10 23:30:11.347350900,23.049453112425105,Monday,6.0,14.0,35.0,0.19,A Tiempo,Noche,False
2025-11-11 13:52:51.022536,Ruta 2 - Norte,122,5.0,5,50,2025-11-11 13:45:00,2025-11-11 13:46:31.506403020,31.081391342999847,Tuesday,0.0,14.0,28.0,1.53,A Tiempo,Tarde,False
2025-11-11 20:12:51.022536,Ruta 5 - Oeste,122,3.0,6,60,2025-11-11 20:00:00,2025-11-11 20:02:26.751755532,29.265057643947543,Tuesday,-3.0,11.0,18.33,2.45,Retraso Leve,Noche,False
2025-11-12 07:22:51.022536,Ruta 1 - Centro,122,7.0,4,50,2025-11-12 07:15:00,2025-11-12 07:15:26.760281262,32.20800588223558,Wednesday,3.0,14.0,28.0,0.45,A Tiempo,Mañana,True
2025-11-12 15:12:51.022536,Ruta 6 - Express,122,5.0,5,50,2025-11-12 15:00:00,2025-11-12 15:01:55.032519312,29.23028764163076,Wednesday,0.0,14.0,28.0,1.92,A Tiempo,Tarde,False
2025-11-12 22:22:51.022536,Ruta 2 - Norte,122,6.0,7,40,2025-11-12 22:15:00,2025-11-12 22:19:39.822324282,22.571599817221777,Wednesday,-1.0,13.0,32.5,4.66,Retraso Leve,Noche,False
2025-11-12 22:57:51.022536,Ruta 4 - Este,122,8.0,9,60,2025-11-12 22:45:00,2025-11-12 22:46:01.798715526,25.142611306308684,Wednesday,-1.0,12.0,20.0,1.03,A Tiempo,Noche,False
2025-11-13 02:32:51.022536,Ruta 5 - Oeste,122,9.0,6,60,2025-11-13 02:30:00,2025-11-13 02:30:04.168124142,24.67633236050741,Thursday,3.0,15.0,25.0,0.07,A Tiempo,Madrugada,False
2025-11-13 09:32:51.022536,Ruta 5 - Oeste,122,7.0,7,40,2025-11-13 09:30:00,2025-11-13 09:32:15.368040666,24.71955959915453,Thursday,0.0,15.0,37.5,2.26,Retraso Leve,Mañana,True
2025-11-14 04:47:51.022536,Ruta 1 - Centro,122,10.0,8,60,2025-11-14 04:45:00,2025-11-14 04:46:02.711339928,28.48354999786647,Friday,2.0,17.0,28.33,1.05,A Tiempo,Madrugada,False
2025-11-14 14:57:51.022536,Ruta 1 - Centro,122,4.0,7,40,2025-11-14 14:45:00,2025-11-14 14:45:37.501031364,23.76280071683873,Friday,-3.0,14.0,35.0,0.63,A Tiempo,Tarde,False
2025-11-14 20:17:51.022536,Ruta 5 - Oeste,122,6.0,7,60,2025-11-14 20:15:00,2025-11-14 20:16:54.518108976,32.70872178179023,Friday,-1.0,13.0,21.67,1.91,A Tiempo,Noche,False
2025-11-15 16:22:51.022536,Ruta 1 - Centro,122,5.0,8,60,2025-11-15 16:15:00,2025-11-15 16:16:01.321026522,27.159073502205203,Saturday,-3.0,10.0,16.67,1.02,A Tiempo,Tarde,False
2025-11-15 21:52:51.022536,Ruta 2 - Norte,122,10.0,8,60,2025-11-15 21:45:00,2025-11-15 21:45:35.998723296,34.03977068685606,Saturday,2.0,12.0,20.0,0.6,A Tiempo,Noche,False
2025-11-16 01:22:51.022536,Ruta 6 - Express,122,10.0,7,60,2025-11-16 01:15:00,2025-11-16 01:19:44.131254900,20.445274044800755,Sunday,3.0,15.0,25.0,4.74,Retraso Leve,Madrugada,False
2025-11-16 01:42:51.022536,Ruta 5 - Oeste,122,9.0,8,50,2025-11-16 01:30:00,2025-11-16 01:31:08.982368706,33.09855635517919,Sunday,1.0,16.0,32.0,1.15,A Tiempo,Madrugada,False
2025-11-16 02:32:51.022536,Ruta 1 - Centro,122,9.0,5,60,2025-11-16 02:30:00,2025-11-16 02:31:29.635840326,33.17621996199588,Sunday,4.0,20.0,33.33,1.49,A Tiempo,Madrugada,False
2025-11-16 08:02:51.022536,Ruta 6 - Express,122,10.0,7,50,2025-11-16 08:00:00,2025-11-16 08:05:02.763332214,25.300437849017374,Sunday,3.0,23.0,46.0,5.05,Retraso Grave,Mañana,True
2025-11-16 14:27:51.022536,Ruta 6 - Express,122,5.0,8,40,2025-11-16 14:15:00,2025-11-16 14:19:36.082307868,22.6358733875444,Sunday,-3.0,20.0,50.0,4.6,Retraso Leve,Tarde,False
2025-11-16 14:47:51.022536,Ruta 5 - Oeste,122,9.0,6,40,2025-11-16 14:45:00,2025-11-16 14:47:41.243222832,27.279814678668444,Sunday,3.0,23.0,57.5,2.69,Retraso Leve,Tarde,False
2025-11-17 02:52:51.022536,Ruta 5 - Oeste,122,8.0,7,60,2025-11-17 02:45:00,2025-11-17 02:47:01.257425994,32.3847512175941,Monday,1.0,24.0,40.0,2.02,Retraso Leve,Madrugada,False
2025-11-17 13:37:51.022536,Ruta 4 - Este,122,5.0,6,60,2025-11-17 13:30:00,2025-11-17 13:30:12.293900676,29.883556429547284,Monday,-1.0,23.0,38.33,0.2,A Tiempo,Tarde,False
2025-11-17 22:02:51.022536,Ruta 4 - Este,122,10.0,4,50,2025-11-17 22:00:00,2025-11-17 22:03:29.791678494,23.15218210676275,Monday,6.0,29.0,58.0,3.5,Retraso Leve,Noche,False
2025-11-18 00:47:51.022536,Ruta 2 - Norte,122,7.0,7,40,2025-11-18 00:45:00,2025-11-18 00:47:46.896874302,28.685595880476555,Tuesday,0.0,29.0,72.5,2.78,Retraso Leve,Madrugada,False
2025-11-18 00:52:51.022536,Ruta 6 - Express,122,8.0,2,60,2025-11-18 00:45:00,2025-11-18 00:49:50.198136438,26.50606452173441,Tuesday,6.0,35.0,58.33,4.84,Retraso Leve,Madrugada,False
2025-11-18 03:52:51.022536,Ruta 2 - Norte,122,8.0,8,40,2025-11-18 03:45:00,2025-11-18 03:46:46.783153200,16.760891552009674,Tuesday,0.0,35.0,87.5,1.78,A Tiempo,Madrugada,False
2025-11-18 21:02:51.022536,Ruta 1 - Centro,122,6.0,7,60,2025-11-18 21:00:00,2025-11-18 21:00:59.091206976,34.4025045234451,Tuesday,-1.0,34.0,56.67,0.98,A Tiempo,Noche,False
2025-11-19 00:52:51.022536,Ruta 1 - Centro,122,11.0,8,40,2025-11-19 00:45:00,2025-11-19 00:45:50.556458622,21.11161997399497,Wednesday,3.0,37.0,92.5,0.84,A Tiempo,Madrugada,False
2025-11-19 11:07:51.022536,Ruta 2 - Norte,122,10.0,4,40,2025-11-19 11:00:00,2025-11-19 11:02:47.584348164,28.47089433946605,Wednesday,6.0,43.0,100.0,2.79,Retraso Leve,Mañana,False
2025-11-19 14:57:51.022536,Ruta 4 - Este,122,6.0,5,40,2025-11-19 14:45:00,2025-11-19 14:45:19.308440886,31.772747977945787,Wednesday,1.0,44.0,100.0,0.32,A Tiempo,Tarde,False
2025-11-19 17:57:51.022536,Ruta 6 - Express,122,12.0,7,40,2025-11-19 17:45:00,2025-11-19 17:45:08.955510852,34.248790938765026,Wednesday,5.0,49.0,100.0,0.15,A Tiempo,Tarde,True
2025-11-19 20:32:51.022536,Ruta 6 - Express,122,9.0,7,40,2025-11-19 20:30:00,2025-11-19 20:35:54.123964446,32.51202595296575,Wednesday,2.0,51.0,100.0,5.9,Retraso Grave,Noche,False
2025-11-19 21:02:51.022536,Ruta 6 - Express,122,6.0,4,40,2025-11-19 21:00:00,2025-11-19 21:02:59.690176566,32.73569234524557,Wednesday,2.0,53.0,100.0,2.99,Retraso Leve,Noche,False
2025-11-20 05:07:51.022536,Ruta 4 - Este,122,5.0,6,60,2025-11-20 05:00:00,2025-11-20 05:00:17.006404866,24.96884685284247,Thursday,-1.0,52.0,86.67,0.28,A Tiempo,Madrugada,False
2025-11-20 09:22:51.022536,Ruta 5 - Oeste,122,9.0,11,60,2025-11-20 09:15:00,2025-11-20 09:20:33.305950614,21.193071918416237,Thursday,-2.0,50.0,83.33,5.56,Retraso Grave,Mañana,True
2025-11-20 23:52:51.022536,Ruta 2 - Norte,122,7.0,9,60,2025-11-20 23:45:00,2025-11-20 23:49:31.039710408,18.956898675780675,Thursday,-2.0,48.0,80.0,4.52,Retraso Leve,Noche,False
2025-11-21 05:27:51.022536,Ruta 4 - Este,122,9.0,6,50,2025-11-21 05:15:00,2025-11-21 05:19:44.969403954,22.736061016688303,Friday,3.0,51.0,100.0,4.75,Retraso Leve,Madrugada,False
2025-11-21 18:42:51.022536,Ruta 6 - Express,122,10.0,3,60,2025-11-21 18:30:00,2025-11-21 18:32:36.099990810,20.60949009891677,Friday,7.0,58.0,96.67,2.6,Retraso Leve,Tarde,True
2025-11-22 10:22:51.022536,Ruta 5 - Oeste,122,7.0,12,60,2025-11-22 10:15:00,2025-11-22 10:15:14.603924874,20.531877894415665,Saturday,-5.0,53.0,88.33,0.24,A Tiempo,Mañana,False
2025-11-23 16:42:51.022536,Ruta 4 - Este,122,9.0,8,60,2025-11-23 16:30:00,2025-11-23 16:30:13.975471326,24.778395893186225,Sunday,1.0,54.0,90.0,0.23,A Tiempo,Tarde,False
2025-11-23 18:07:51.022536,Ruta 2 - Norte,122,8.0,5,40,2025-11-23 18:00:00,2025-11-23 18:01:16.292120015,29.31437790975497,Sunday,3.0,57.0,100.0,1.27,A Tiempo,Tarde,True
2025-11-23 21:27:51.022536,Ruta 5 - Oeste,122,7.0,3,60,2025-11-23 21:15:00,2025-11-23 21:18:56.457696600,20.306265144033,Sunday,4.0,61.0,100.0,3.94,Retraso Leve,Noche,False
2025-11-24 15:52:51.022536,Ruta 5 - Oeste,122,4.0,9,40,2025-11-24 15:45:00,2025-11-24 15:45:44.285818386,24.57348819501549,Monday,-5.0,56.0,100.0,0.74,A Tiempo,Tarde,False
2025-11-24 16:32:51.022536,Ruta 1 - Centro,122,8.0,6,60,2025-11-24 16:30:00,2025-11-24 16:31:42.601525968,27.22274932683397,Monday,2.0,58.0,96.67,1.71,A Tiempo,Tarde,False
2025-11-24 17:37:51.022536,Ruta 5 - Oeste,122,15.0,8,40,2025-11-24 17:30:00,2025-11-24 17:30:13.841346288,22.68231625437944,Monday,7.0,65.0,100.0,0.23,A Tiempo,Tarde,True
2025-11-25 04:02:51.022536,Ruta 5 - Oeste,122,5.0,4,60,2025-11-25 04:00:00,2025-11-25 04:01:08.282887914,26.229470177412576,Tuesday,1.0,66.0,100.0,1.14,A Tiempo,Madrugada,False
2025-11-25 07:22:51.022536,Ruta 4 - Este,122,7.0,4,40,2025-11-25 07:15:00,2025-11-25 07:15:42.819906660,16.425406702877005,Tuesday,3.0,69.0,100.0,0.71,A Tiempo,Mañana,True
2025-11-25 09:42:51.022536,Ruta 6 - Express,122,6.0,8,60,2025-11-25 09:30:00,2025-11-25 09:32:51.205050450,23.033221718201403,Tuesday,-2.0,67.0,100.0,2.85,Retraso Leve,Mañana,True
2025-11-25 12:27:51.022536,Ruta 1 - Centro,122,9.0,6,40,2025-11-25 12:15:00,2025-11-25 12:21:14.239156734,28.52687939901667,Tuesday,3.0,70.0,100.0,6.24,Retraso Grave,Mañana,False
2025-11-25 16:57:51.022536,Ruta 1 - Centro,122,4.0,10,50,2025-11-25 16:45:00,2025-11-25 16:45:21.635094354,34.16878369204199,Tuesday,-6.0,64.0,100.0,0.36,A Tiempo,Tarde,False
2025-11-26 09:07:51.022536,Ruta 2 - Norte,122,8.0,6,50,2025-11-26 09:00:00,2025-11-26 09:01:15.933653538,18.566549304314183,Wednesday,2.0,66.0,100.0,1.27,A Tiempo,Mañana,True
2025-11-26 12:02:51.022536,Ruta 4 - Este,122,8.0,5,40,2025-11-26 12:00:00,2025-11-26 12:02:35.878364046,20.048467106059388,Wednesday,3.0,69.0,100.0,2.6,Retraso Leve,Mañana,False
2025-11-26 16:27:51.022536,Ruta 4 - Este,122,9.0,10,40,2025-11-26 16:15:00,2025-11-26 16:18:02.998215660,23.87978323286165,Wednesday,-1.0,68.0,100.0,3.05,Retraso Leve,Tarde,False
2025-11-26 18:37:51.022536,Ruta 2 - Norte,122,11.0,6,40,2025-11-26 18:30:00,2025-11-26 18:31:36.845962014,29.651155138452964,Wednesday,5.0,73.0,100.0,1.61,A Tiempo,Tarde,True
2025-11-10 08:37:51.022536,Ruta 6 - Express,123,6.0,2,40,2025-11-10 08:30:00,2025-11-10 08:33:41.940866592,26.3412523610008,Monday,4.0,4.0,10.0,3.7,Retraso Leve,Mañana,True
2025-11-10 11:07:51.022536,Ruta 3 - Sur,123,9.0,6,40,2025-11-10 11:00:00,2025-11-10 11:00:13.687767150,21.66377043227826,Monday,3.0,7.0,17.5,0.23,A Tiempo,Mañana,False
2025-11-11 02:42:51.022536,Ruta 6 - Express,123,9.0,5,60,2025-11-11 02:30:00,2025-11-11 02:30:55.852991226,22.929595443082142,Tuesday,4.0,11.0,18.33,0.93,A Tiempo,Madrugada,False
2025-11-11 13:32:51.022536,Ruta 1 - Centro,123,8.0,8,50,2025-11-11 13:30:00,2025-11-11 13:30:51.677939988,21.795560113699523,Tuesday,0.0,11.0,22.0,0.86,A Tiempo,Tarde,False
2025-11-12 02:02:51.022536,Ruta 6 - Express,123,11.0,5,50,2025-11-12 02:00:00,2025-11-12 02:01:12.100717320,22.568415070287408,Wednesday,6.0,17.0,34.0,1.2,A Tiempo,Madrugada,False
2025-11-12 02:42:51.022536,Ruta 5 - Oeste,123,8.0,7,60,2025-11-12 02:30:00,2025-11-12 02:30:00.593399910,27.476202802277715,Wednesday,1.0,18.0,30.0,0.01,A Tiempo,Madrugada,False
2025-11-12 17:57:51.022536,Ruta 3 - Sur,123,9.0,8,60,2025-11-12 17:45:00,2025-11-12 17:48:16.421798136,26.87149998529964,Wednesday,1.0,19.0,31.67,3.27,Retraso Leve,Tarde,True
2025-11-12 20:32:51.022536,Ruta 2 - Norte,123,8.0,4,50,2025-11-12 20:30:00,2025-11-12 20:30:43.677703968,19.359870408197583,Wednesday,4.0,23.0,46.0,0.73,A Tiempo,Noche,False
2025-11-13 19:57:51.022536,Ruta 5 - Oeste,123,7.0,6,50,2025-11-13 19:45:00,2025-11-13 19:52:00.107784912,15.446113829323542,Thursday,1.0,24.0,48.0,7.0,Retraso Grave,Noche,True
2025-11-14 01:17:51.022536,Ruta 4 - Este,123,4.0,8,50,2025-11-14 01:15:00,2025-11-14 01:15:43.873149534,20.944506611942263,Friday,-4.0,20.0,40.0,0.73,A Tiempo,Madrugada,False
2025-11-14 02:17:51.022536,Ruta 5 - Oeste,123,16.0,8,50,2025-11-14 02:15:00,2025-11-14 02:18:03.598247088,14.675811426531526,Friday,8.0,28.0,56.0,3.06,Retraso Leve,Madrugada,False
2025-11-15 01:27:51.022536,Ruta 2 - Norte,123,9.0,5,40,2025-11-15 01:15:00,2025-11-15 01:15:09.747560352,29.582071815811464,Saturday,4.0,32.0,80.0,0.16,A Tiempo,Madrugada,False
2025-11-15 05:22:51.022536,Ruta 6 - Express,123,3.0,9,40,2025-11-15 05:15:00,2025-11-15 05:20:32.108353806,30.280942901482742,Saturday,-6.0,26.0,65.0,5.54,Retraso Grave,Madrugada,False
2025-11-15 14:57:51.022536,Ruta 5 - Oeste,123,13.0,5,50,2025-11-15 14:45:00,2025-11-15 14:49:14.185480392,28.28084353008701,Saturday,8.0,34.0,68.0,4.24,Retraso Leve,Tarde,False
2025-11-15 19:17:51.022536,Ruta 1 - Centro,123,17.0,3,40,2025-11-15 19:15:00,2025-11-15 19:16:08.415391055,27.754083922260595,Saturday,14.0,48.0,100.0,1.14,A Tiempo,Noche,True
2025-11-16 06:32:51.022536,Ruta 2 - Norte,123,5.0,3,50,2025-11-16 06:30:00,2025-11-16 06:30:46.804086810,21.24390801352505,Sunday,2.0,50.0,100.0,0.78,A Tiempo,Madrugada,False
2025-11-16 20:27:51.022536,Ruta 5 - Oeste,123,10.0,8,40,2025-11-16 20:15:00,2025-11-16 20:15:03.654244242,22.23412150738204,Sunday,2.0,52.0,100.0,0.06,A Tiempo,Noche,False
2025-11-16 21:12:51.022536,Ruta 6 - Express,123,7.0,9,60,2025-11-16 21:00:00,2025-11-16 21:00:23.357346834,24.488505185054784,Sunday,-2.0,50.0,83.33,0.39,A Tiempo,Noche,False
2025-11-17 02:47:51.022536,Ruta 3 - Sur,123,5.0,4,50,2025-11-17 02:45:00,2025-11-17 02:49:17.187385260,20.290610382186628,Monday,1.0,51.0,100.0,4.29,Retraso Leve,Madrugada,False
2025-11-17 16:37:51.022536,Ruta 4 - Este,123,9.0,7,40,2025-11-17 16:30:00,2025-11-17 16:32:33.476435304,27.93131745619823,Monday,2.0,53.0,100.0,2.56,Retraso Leve,Tarde,False
2025-11-18 11:07:51.022536,Ruta 6 - Express,123,8.0,9,50,2025-11-18 11:00:00,2025-11-18 11:00:53.044665042,17.764646418137833,Tuesday,-1.0,52.0,100.0,0.88,A Tiempo,Mañana,False
2025-11-18 16:12:51.022536,Ruta 5 - Oeste,123,8.0,4,60,2025-11-18 16:00:00,2025-11-18 16:00:04.899636630,20.86035591393128,Tuesday,4.0,56.0,93.33,0.08,A Tiempo,Tarde,False
2025-11-19 08:47:51.022536,Ruta 3 - Sur,123,9.0,3,60,2025-11-19 08:45:00,2025-11-19 08:46:21.287452362,22.58809073405348,Wednesday,6.0,62.0,100.0,1.35,A Tiempo,Mañana,True
2025-11-19 15:22:51.022536,Ruta 6 - Express,123,6.0,5,60,2025-11-19 15:15:00,2025-11-19 15:17:00.296169006,29.464545089132884,Wednesday,1.0,63.0,100.0,2.0,A Tiempo,Tarde,False
2025-11-20 22:42:51.022536,Ruta 6 - Express,123,16.0,6,60,2025-11-20 22:30:00,2025-11-20 22:31:09.307252164,26.4313877801632,Thursday,10.0,73.0,100.0,1.16,A Tiempo,Noche,False
2025-11-21 00:32:51.022536,Ruta 1 - Centro,123,10.0,7,40,2025-11-21 00:30:00,2025-11-21 00:31:14.276306130,26.82188189596112,Friday,3.0,76.0,100.0,1.24,A Tiempo,Madrugada,False
2025-11-21 11:17:51.022536,Ruta 3 - Sur,123,6.0,6,50,2025-11-21 11:15:00,2025-11-21 11:17:06.463186140,27.596056167436984,Friday,0.0,76.0,100.0,2.11,Retraso Leve,Mañana,False
2025-11-21 11:27:51.022536,Ruta 1 - Centro,123,11.0,6,60,2025-11-21 11:15:00,2025-11-21 11:16:51.396192864,24.96884685284247,Friday,5.0,81.0,100.0,1.86,A Tiempo,Mañana,False
2025-11-21 22:37:51.022536,Ruta 1 - Centro,123,10.0,7,60,2025-11-21 22:30:00,2025-11-21 22:31:45.990632232,29.803587995916462,Friday,3.0,84.0,100.0,1.77,A Tiempo,Noche,False
2025-11-22 15:07:51.022536,Ruta 1 - Centro,123,7.0,8,60,2025-11-22 15:00:00,2025-11-22 15:02:43.992720930,28.58196642371142,Saturday,-1.0,83.0,100.0,2.73,Retraso Leve,Tarde,False
2025-11-22 16:37:51.022536,Ruta 5 - Oeste,123,10.0,4,50,2025-11-22 16:30:00,2025-11-22 16:37:43.166228064,27.040115599318465,Saturday,6.0,89.0,100.0,7.72,Retraso Grave,Tarde,False
2025-11-22 16:52:51.022536,Ruta 6 - Express,123,7.0,6,50,2025-11-22 16:45:00,2025-11-22 16:47:28.589731146,29.58304597648079,Saturday,1.0,90.0,100.0,2.48,Retraso Leve,Tarde,False
2025-11-23 12:02:51.022536,Ruta 5 - Oeste,123,5.0,4,40,2025-11-23 12:00:00,2025-11-23 12:00:10.679087988,24.36099409801741,Sunday,1.0,91.0,100.0,0.18,A Tiempo,Mañana,False
2025-11-24 01:37:51.022536,Ruta 1 - Centro,123,10.0,6,60,2025-11-24 01:30:00,2025-11-24 01:32:56.106162648,29.325815106907232,Monday,4.0,95.0,100.0,2.94,Retraso Leve,Madrugada,False
2025-11-24 03:22:51.022536,Ruta 1 - Centro,123,10.0,5,50,2025-11-24 03:15:00,2025-11-24 03:15:31.432630668,26.987074194044368,Monday,5.0,100.0,100.0,0.52,A Tiempo,Madrugada,False
2025-11-24 14:37:51.022536,Ruta 5 - Oeste,123,10.0,6,40,2025-11-24 14:30:00,2025-11-24 14:31:01.446303756,27.85472889584136,Monday,4.0,104.0,100.0,1.02,A Tiempo,Tarde,False
2025-11-25 00:17:51.022536,Ruta 4 - Este,123,12.0,8,50,2025-11-25 00:15:00,2025-11-25 00:16:36.440004516,17.335999714053592,Tuesday,4.0,108.0,100.0,1.61,A Tiempo,Madrugada,False
2025-11-25 11:12:51.022536,Ruta 2 - Norte,123,9.0,9,40,2025-11-25 11:00:00,2025-11-25 11:01:23.917102296,21.59540852409547,Tuesday,0.0,108.0,100.0,1.4,A Tiempo,Mañana,False
2025-11-25 11:47:51.022536,Ruta 1 - Centro,123,5.0,8,50,2025-11-25 11:45:00,2025-11-25 11:49:21.068902998,23.77089849059882,Tuesday,-3.0,105.0,100.0,4.35,Retraso Leve,Mañana,False
2025-11-25 13:32:51.022536,Ruta 1 - Centro,123,6.0,6,60,2025-11-25 13:30:00,2025-11-25 13:31:35.298957288,30.461964486814853,Tuesday,0.0,105.0,100.0,1.59,A Tiempo,Tarde,False
2025-11-25 23:42:51.022536,Ruta 6 - Express,123,6.0,4,50,2025-11-25 23:30:00,2025-11-25 23:30:08.450383128,26.088126984268904,Tuesday,2.0,107.0,100.0,0.14,A Tiempo,Noche,False
2025-11-26 07:37:51.022536,Ruta 2 - Norte,123,10.0,8,40,2025-11-26 07:30:00,2025-11-26 07:37:54.474736908,32.18959731535433,Wednesday,2.0,109.0,100.0,7.91,Retraso Grave,Mañana,True
2025-11-27 00:02:51.022536,Ruta 3 - Sur,123,9.0,3,40,2025-11-27 00:00:00,2025-11-27 00:08:51.733565382,28.398063703680712,Thursday,6.0,115.0,100.0,8.86,Retraso Grave,Madrugada,False
2025-11-09 19:22:51.022536,Ruta 5 - Oeste,124,6.0,4,60,2025-11-09 19:15:00,2025-11-09 19:16:07.812359093,21.20668289716548,Sunday,2.0,2.0,3.33,1.13,A Tiempo,Noche,True
2025-11-10 09:52:51.022536,Ruta 2 - Norte,124,2.0,6,50,2025-11-10 09:45:00,2025-11-10 09:45:31.198927278,31.57442728070935,Monday,-4.0,0.0,0.0,0.52,A Tiempo,Mañana,True
2025-11-10 10:42:51.022536,Ruta 4 - Este,124,8.0,8,60,2025-11-10 10:30:00,2025-11-10 10:33:06.017524668,24.251588369231506,Monday,0.0,0.0,0.0,3.1,Retraso Leve,Mañana,False
2025-11-10 12:32:51.022536,Ruta 4 - Este,124,7.0,7,50,2025-11-10 12:30:00,2025-11-10 12:31:26.204453910,25.666531193769465,Monday,0.0,0.0,0.0,1.44,A Tiempo,Mañana,False
2025-11-11 08:47:51.022536,Ruta 4 - Este,124,7.0,13,40,2025-11-11 08:45:00,2025-11-11 08:45:57.685736244,17.177581961346743,Tuesday,-6.0,0.0,0.0,0.96,A Tiempo,Mañana,True
2025-11-12 01:47:51.022536,Ruta 1 - Centro,124,10.0,3,50,2025-11-12 01:45:00,2025-11-12 01:45:54.941309148,23.975908215919667,Wednesday,7.0,0.0,0.0,0.92,A Tiempo,Madrugada,False
2025-11-12 06:12:51.022536,Ruta 1 - Centro,124,11.0,3,50,2025-11-12 06:00:00,2025-11-12 06:00:25.701738834,25.03784139053327,Wednesday,8.0,7.0,14.0,0.43,A Tiempo,Madrugada,False
2025-11-13 03:12:51.022536,Ruta 6 - Express,124,10.0,7,50,2025-11-13 03:00:00,2025-11-13 03:00:06.273215712,27.833138175199903,Thursday,3.0,10.0,20.0,0.1,A Tiempo,Madrugada,False
2025-11-13 03:27:51.022536,Ruta 6 - Express,124,7.0,4,50,2025-11-13 03:15:00,2025-11-13 03:17:11.887314108,20.391710278214116,Thursday,3.0,13.0,26.0,2.2,Retraso Leve,Madrugada,False
2025-11-13 03:57:51.022536,Ruta 3 - Sur,124,6.0,3,50,2025-11-13 03:45:00,2025-11-13 03:50:40.081423170,25.225242760142624,Thursday,3.0,16.0,32.0,5.67,Retraso Grave,Madrugada,False
2025-11-13 11:27:51.022536,Ruta 3 - Sur,124,3.0,4,50,2025-11-13 11:15:00,2025-11-13 11:17:34.190073126,17.038354095345063,Thursday,-1.0,15.0,30.0,2.57,Retraso Leve,Mañana,False
2025-11-13 21:57:51.022536,Ruta 6 - Express,124,11.0,7,40,2025-11-13 21:45:00,2025-11-13 21:49:37.592433486,26.80212273389274,Thursday,4.0,19.0,47.5,4.63,Retraso Leve,Noche,False
2025-11-14 09:02:51.022536,Ruta 3 - Sur,124,13.0,16,40,2025-11-14 09:00:00,2025-11-14 09:02:42.044146782,26.488560152245547,Friday,-3.0,16.0,40.0,2.7,Retraso Leve,Mañana,True
2025-11-14 18:12:51.022536,Ruta 3 - Sur,124,9.0,2,50,2025-11-14 18:00:00,2025-11-14 18:00:09.396039480,27.5173199296529,Friday,7.0,23.0,46.0,0.16,A Tiempo,Tarde,True
